제목,내용,게시자,게시날짜
악당의 우두머리가 죽었다. 관객들이 환호한다. 부디 그 악인의 가족은 귀를 막았기를.,"이게 진정한 스불재임.. 아니 나 과잠 한자 잘못 넣은 줄 알았는데 오늘 쳐보니까 또 맞네,,? 뭐야 이게 왜 맞지? 분명히 확인할 때 틀렸었단말이지,, 희않하다희않해;;(맞춤법틀린거앎) 학교에 은행나무 비가 내린다 진짜.. 대존예임 마치 영화 속 한 장면 같았어ㅜㅜ 애들이...",꽃을 보듯 너를 본다,4주 전
[양예은/6주차과제] + 다음 그림 기,ㅋㅋㅋ ( 스불재 ) 그래서 이번에는 좀 쉬어가는 느낌으로 두상 ~ 흉상 일러스트를 도전해보고 싶습니다! 늘 얼굴만 그렸을때 심심한 느낌이 나서 이번엔 좀 더 재밌게 완성시켜보고싶어요! 컨셉 : 고전시절 주술회전 나나미 켄토 팬아트로 진행하고...,KH 클래스,4주 전
하코랑 동시에 팬수업 시작했으면 얼마나 좋았을까요,흡 게다가 31일 땡치고 바로 시작도 아니고 정오에 시작이라니 뭐 이런 애매한... 하지만 스스로 선택한 스불재... 팬수업 기간에 0비피로 야생이나 열심히 돌아야겠어요 이즈미 하코랑 팬작하시는분들 목표까지 화이팅입니다~~ ㅁㅂ,앙상블스타즈!! 공식 카페,4주 전
팀 파볼라 1주년 카페 후기,"방송에서 이벤트영상 내보낸적은 많은데 오프라인에서 모두 다같이 이벤트 영상보니까 뭔가 뿌듯하고, 고생한 보람이 있었는거 같고 스불재 열심히 하길 잘한거 같고 도와주신분들 모두 감사했습니다 하지만 이미 내 체력은 한계야... 요정님들 팬미팅을 두분다 밖에...",파볼라 공식 팬카페,4주 전
싱글벙글 김서누의 일상 블로그,이때 작업 ㄹㅇㄹㅇㄹㅇ스불재!!!!!!! (스스로불러온재앙) 이어서... 쥬글뻔함 Go to heaven 이건 안 스불재^^임 헤헤 데일리김서누 현우진와이프 내가사랑하는 현소리 상현동 갔을 때 국룰설빙정식(빙수와 밀키트엄마손떡볶이) 함께 식사함ㅎㅎ 안뇽~~ 현소라 수능 끝나고...,헝...,4주 전
08. 2023.10,"ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 스불재에 도파민 중독엨ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아놬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 근데... 너무 스불재를 즐기지 마시길… 이번 달은 여기서 끝~! 왜냐면 컴활 때문에 한 것들이 없거든ㅎ 아, 혹시 저번달 대표 사진 본 사람 있니...",내일은 말을 걸어봐야지-,4주 전
♡︎,"(뭐 이런 블로그가 있나;) 주술회전 정주행을 오늘 끝냈습니다,, 스불재+사랑은자해+우정은자해+미남악당은자해+미남영웅은눈물 콤보세트 제대로 맞고 아직도 정신을 못 차리겠네요.. ｡ﾟ(ﾟ´ω`ﾟ)ﾟ｡ 저의 주술회전 일처다부제 순위 공개합니다 1위 고죠 사토루 2위...",one time life!,4주 전
안녕하세요.,"안녕하세요. 네, 히엠즈 미정이 2호입니다. 일단 가입인사를,, 적어놓으려고요. 모든게 미정인 깜끔한 미정이! 와후. 아무튼, 그럼 전 이만..",고양이 전사들 : 전사들의 밤,4주 전
시험끝!!!!,음 스불재라 할 말이 없음 기말 잘하면 됨 어쩜 중딩때부터 변함이 없음 근데 정말 정답이 이주연인 문제에 조승연이라 적음 맨날 20%만 공부해서 이럼 난 건강하고 착해서 괜찮아 아몰라야구나봐야지 도파민으로슬픈과거를잊기 아침에 아기랑 공부 잠깐 하고...,404,4주 전
긴 터널 끝에서 만난 가장 밝은 빛.,완전 스불재임 왜냐면 뿌링클 시켜도 몇조각 먹으면 물려서 절반도 못 먹기때문에... 한 이틀에 걸쳐야 다 먹을수 있지만 그 몇조각을 먹을 때의 즐거움은 어쩔수가 없어! 그쵸?! 이 날 비 너무 많이 와서 쓰레기 버리려고 분리수거장 갔는데 카드캡쳐체리 오프닝 찍고 옴...,realfuxxfresh,4주 전
10월 끝자락 기록 - 왜요? 제가 백수처럼 보이시나요?,17 11월 라이브 콘텐츠 입문 테스트 신청 완료 이런 걸 보고 스불재(스스로 불러온 재앙)이라고 하던가?.. 많이 빡센 건 익히 들어서 알고 있지만 선생님이 실력 향상에 도움이 많이 된다고 강추하셔서 냅다 신청 기초반이라도 붙어야 연수 받을 수 있어서 공고 뜬 날부터...,Seize The Day,4주 전
CJ대한통운 대전허브 상하차 후기 2탄,"가람씨가 스불재라고,, 스스로 불러온 재앙 ㄹㅇ 멍 들고 긁히고~ 컨베이어 벨트에 무릎 3번 박았나 자고 일나서 보니 멍 들어 있더라 새벽에 별로 안 추워서 걍 반팔 입고 일했더니 팔이 많이 긁혔네염 꼭 긴옷에 검은 옷 입고 하세요 옷 더러워지니깐 진짜 경동택배...",29.5일,4주 전
10/22-28 있었던 일,ㅠ 스불재 승진이가 준 흑당맛 젤리 무슨 맛인지 안보고 카라멜 맛인가~ 하고 먹었다가 오매낫 나는 흑당 안좋아해서 애들 줬다 푸핰 그래도 고마워 내 원세그처 싸인에 껌이 세 개 건중목사님 마지막 인사 듣는데 갑자기 눈물이...ㅜ 나 우는 거 웃기다고 승진이가 사진...,현아의 블로그,4주 전
노래로 시작해서 전데까지!,"스불재거든요 또 도발하다가 신나게 맞으셔서 결국 24시간 넘게 하게 되셨답니다? 짝짝짝 ㅋㅋㅋㅋ마지막에 뎅님이 하신 대사가 기억에 남네요 ""너네 나 벗겨먹으니까 좋아?????""ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ저희는 속인게 없습니다.... 대망의 3부 전화데이트!!! 과연 누가...",스위데,4주 전
"나는 부족한데, 너희는 하염없이 예뻐서 눈물이 났어","전형적인 스불재 인간인데, 너무 피곤해서 오는 길에 기절함. 되도록 겹치치 않게,,, 일정을 짜라 강희수야. 우리 반 애기가 적은 거 보세요. 칸 딱딱 나눠서 칼라풀하게, 얼마나 똑부러지게요? 한 장만 완성했을 때 넘 잘했다고 선생님 사진 찍어도 되냐고 했더니 흔쾌히...",새로운 것에 항상 도전하기✨️,4주 전
2023 지방직 7급을 보고...,99퍼센트의 확률로 쳐잔다 의지박약이 불러오는 스불재를 저는 이기지 못해습니다 차라리 8-10시간씩 아무튼 본인한테 맞는 시간을찾아서 꾸준히 하는게 중요합니다 진짜로. 이게 제일 중요해요 여러분 도라에몽 식빵없으면 엉덩이랑 의자랑 사실혼 정도는 해야 합니다...,신세한탄,4주 전
231028,있을건 다 있습니다 후식은 샤인머스켓 함모양이 항상 자랑해서 샀어요 ㅡㅡ 내일 서울가는데 귀찮아 뒤지것다 스불재이긴 한데 또 막상 보고 나오면 아 재밋엇다 또오자 이러겠지 동아리에서 보러가는거라 내일 오랜만에 교수님도 보고 동기들도 봄 얼른 자야겟다잉 졸려,일기,4주 전
10월 - 도우리 ’우리는 중독을 사랑해',그냥 내가 이루고 싶고 하고 싶은 것이 너무 많아 스불재랄까? 작가는 남의 속도에 나를 맞춰야 하는 현실을 비판하는 듯 하다. 남들이 다 갓생을 사니까 나도 살아야 하는데 여성 청년에게는 유리천장이 존재하니 너무 혹독하다는 것이다. 이 부분에서는 공감하면서도...,올리브 나무와 고양이,4주 전
10월,나를위해 배를썰어주는 지민 쏘스윗 ㅋ 이건… 스불재 포모아전날 고딩지민이의 좌우명? 명언? 멋지다 공부자극 ^ 글을 쓴 본인. 반대되는 내용 그리고 지민이의 집에 감 보리 나를 좋아하는 보리～ 공부반 딴짓반 나는 잠도자고 일어나서 붉닭먹엇다 아침부터 나를반겨주는...,Martini haze,4주 전
[검은사막] 기분이 묘하네...,수십장의 속옷 사진... 찍을때도 그렇고 뭔가 뵨태가 된 느낌적인 느낌...RG? 남캐 아랫도리 확대하고 앉아있는 기분은 참 뭐 같네... 내가 뭘 하고 있는걸까....? 스불재 스불재...,LimeTale,4주 전
2024 다이어리 셋업 10월 일기들,스불재입니다 어쩌겠어요 그냥 해야지 스트레스 회복성 키우기 아주 중요합니다 그게 어떻게 하는건데 모릅니다 그냥 스트레스를 주변에서 안주면 됩니다 근데 스트레스 받으니까 귀엽고 앙증맞은 스티커에 홀리는 것 같아요 의정부에 다꾸하는 친구들 사귀고 싶은데....,마리네 정미소,4주 전
[20.Blog20231028] 스불재스불재 노래를 부르자 그치만 행복하자,"오늘의 키워드 스불재스불재 노래를 부르자 사유: 다음주 중간고사 남은 과목 2개 페이지 수 살벌+수업 안듣,, ️ 오늘의 날씨 완전 청명하고 예쁘다!! 해가 조금 넘어갔지만 하늘도 높고 날씨 짱이다!! 오늘의 BGM 꽃불_심규선 네, 요즘들어 화산귀환 보는 늦덕이 접니다...",태양의 따뜻함,4주 전
231025 하루,이와중에 혹시 내가 모르는 숙어일까 싶어서 사전이랑 웹도 뒤져보고 ㅋㅋㅋㅋㅋ 다른외국어가사도 번역기 돌려봄 ㅋㅋㅋㅋㅋ 스불재 몰라서 물어보던 나의 시절 일본에서도 라이엇게임 머 한다길래 혹시?하고 손톱물어뜯으면서 있었는데 k/da찾아보니 롤드컵에만...,意味のある毎日,4주 전
아까.. 낙서 한거,"단원 간에는 존댓말을 사용해주세요. -절대 ""친목"" 글은 하지 말아 주세요! (이벤트 포함) 자캐.. 입니다..ㅎ 커미션 하나만 끝내구 최애자캐 김용사 그릴꺼에요.. 커미션은 나름 스불재인데, 재앙이라 하기에는 자본주의의 맛이 너무 달달하네요ㅋㅋ",레볼루션:하트 공식 팬카페,4주 전
[동성로 맛집] 맛있는 파스타랑 와인에 감성까지 잡은 문웨일플레이트(대구 맛집 추천),다 섞어서 조금 짜더라거요 ㅋㅋ (스불재..) 사장님 말을 들어야겠어요 ㅎ 그래도 와인이랑 곁들이기에 딱이었어요! 어니언크림파스타는 그냥 다 맛있었어요!!! 양파랑 마늘후레이크랑 닭고기 다 너무 조화로운 음식이었어요 그리구 사장님이 엄청 밝게 웃으면서 계속...,나의 여름,4주 전
스불재,아.. 젠잕,[ Team pastel ],4주 전
세노 중독증상,1. 누구에게든 언니라는 말이 먼저 나옴 -오빠라는 말이 굉장히 심하게 어색함 2. 잘생겼다보다 예쁘다는 말이 입에 붇음 -예쁘다 이외의 감탄사를 까먹게 됨 3. 저녁스케줄 쭉 비워둠 -6시 이후로는 약속 안잡음 4. 스불재는 언제나 즐겁다,뱁새둥지 :: 《세노 팬카페》,4주 전
남 농장주 체형 리텍 도전의 결과...(스불재),npc들 캐릭터 리텍을 적용하면서 npc들 키가 너무 커져서 키가 큰 설정인 남 농장주로 플레이할 때 아쉬움이 많아서 시작한... 스스로 불러온 재앙입니다 일단 키 자체는 커졌지만... 맞지 않는 의상과... 가슴팍쯤에 오는 헤어 때문에 강제 대머리행이 된 농장주... 그럼에도...,스타듀밸리 한국 커뮤니티,4주 전
23-10-26~27 오운완️♂️ 평일일상 (부제:빵은 너무 맛있다),"상태였다 스불재였다 [23-10-27 금요일] 와 드디어 금요일이다 불금이다!!! 좋았쒀!!! 어제 먹다 남은 샤인머스켓 챙겨오고 점심으로 먹을 샐러드 파리바게트에 사러갔는데, 어머 이게 무슨 일이야 소보루빵이 날 보면서 “ 안녕하세요? 저는 소보루에요 저를 데려가주신다면...",소소하지만 소중한 경자르의 일상,4주 전
주관적인 10모 후기(feat. 신촌 메가),진짜 어느때보다 길게 느껴진 10모가 끝났다 약간 스불재긴 했지만... 첫째날부터 아슬아슬하던 몸상태가 둘째날부터 몸살이 본격적으로 찾아오는 바람에 3일 내내 아침에 일어나기만 하면 누가 두들겨 팬 상태로 시험 쳤지만 어케...어케... 끝났다 진짜 수고했다 내자신...,FESTA,4주 전
종강언제해요? [09.01-09.21],과거에 그렇게 물음표띄우면서 세 모금 마심 스불재였다. 근데 다시 사서 마셔보니까 뭐지?? 기억하는 것보다..마실만함... 숩니는 당연히 싫어했음ㅋㅋ 근데 뭔가..[생각보단] 마실만 하드라고... 수업듣기 싫어서 티켓창 들어갔다가 우연히 1열 잡은 날 요즘 티링에서 BC카드...,일기장,4주 전
[2023.10.27] 내기왕....,머피의 법칙처럼 항상 내기를 먼저 건쪽이 지는데 이쯤되면 오브들도 스불재 즐기는 걸로... 우리 그스그트 땅땅... 근데 꼭 이상하게 내기 게임만 하면 왜 이렇게 게임을 잘 하시는 거냐구요 증말루 믿을 수가 없어 아 물론 전 이미 뿅뿅이가...^^ 있기 때문에 제외 되어서...,원오즈(IOZ) 공식 팬카페,4주 전
ㅎㅇㅁㅌ 프맥 화티256 2번이라는데 소식없네여,가격싸길래 ㅋㅍ 2차임에도 취소하고 ㅎㅇㅁㅌ 오프신청했는데ㅠㅠㅠㅋㅋㅋㅋㅋ 왜 그랬을까요..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 전화해서 물어보니 순번은 2번이라는데 언제 올지는 모른다고 하.. 스불재 오열..,"아사모 -[아이폰15 / Plus / Pro / Max, 아이패드, 애플워치]",4주 전
ㅎ2염,준후ㅏ주려고 만들엇다가 구ㅏ찮아서 미루는중 허나시작하면 끝장내기 어려운 type..ㅋ ㄴ잇츠미 바늘 땜에 손도 다치고 나 오나전 스불재임; 훗ㅋㅋMz말투 따라가기 이거 맞즤? ㅋㅋ 그래도 만들면서 재밌었음 .. 많이 다투지만 준휘랑 노는 게 젤 좋고 편하고 재밌거덩 나는...,.,4주 전
마음챙김[Mindfulness]에 대하여,"이렇게 다짐해놓고 난 또 스불재를 앞둔, 자기 본분을 잊고 똥에 깔린 쇠똥구리가 돼버렸어 ㅜ 어쩜 좋아) 찻길에도 과속방지턱이 있고 고속도로에도 휴게소가 있고 하다 못해 글이나 악보에도 쉼표가 있잖아? 그냥 흘러가는 대로, 물흐르듯 살다가 잠깐 멈춰 주변을 둘러볼 수...",비망록 ; 備忘錄,4주 전
10월도 안녕,귀여워 스불재로 고통받던 나날들 퇴근하고 카페왔는데 너무너무 하기 싫어서 눈물이 쏟아질 것 같았다 퇴근하면 그냥 씻고 자고 싶은데 무언갈 쫓기듯이 더 해야하는게 넘 지겨웠다 이날 철학자가 되어 혼자 생각했다 나는 욕심이 생기면 불행한데 왜 욕심을 버리면...,HAY Things,4주 전
이것저것 올려본다,원래는 신문지를 깔고 발라야 했으나 그냥 바닥에 두고 발랐다가 나중에 뒷정리한다고 더 시간 걸림. ....젯소 말라붙은거 불려서 나이프로 긁고 휴지로 닦고...또 걸레질했.....(스불재) 유화 열심히 그리고 있다. 아 체력이 예전만 못지 않다.... 아 .....재밌는데 힘이들어서...,KIM EUN YOUNG,4주 전
심향제와 정공 난죽택,스불재다 익석이형과 나 샐러드 먹기 영화보러 충남대 방문 학식도 사먹음 대전다리 내가 젤 시러하는 책들 또봄 특전도 받음 완전 달렸음 에픽하이도 봤음 귀여운 특전 귀여운 우리집 박지민 집 놀러감 지민이 집에 있던 내 수업시연 자료 이야기가게 맥주 비싼 술...,이현윤,4주 전
20회차 미라클모닝 인증,오늘은 7시 티타임 약속때문에 수영하러 강서체육공원은 못가서 3KM러닝으로 대신했습니다. 주말에 또 3KM씩 뛰어야 돼요..ㅜㅠ ㅋㅋㅋ 이게 스불재다;;,똑똑한 부산 맘들의 돈되는 부동산/분양/경매/청약/아파트/정보,4주 전
수백당이라도 24시간 하니까 다행이야,물론 부업으로 일이 더 많아져서 더 미친 건 있지만...(??) 제 스불재죠 11시 되어도 사람이 계속 들어옴... 이 정도로 핫하다니 고기국수 맛잇다 여기서 국수는 첨 먹어봐유 올만에 아이스크림콘...은 또 이상하게 담았ㅋㅋㅋ,＿당신이 머물다 갈 곳,4주 전
자캐…를하나더만들거같은데요,"네 스불재입니다..,,,.,,,.. 언제 다 설정짜고 하지 그림은 그려났는데요 일단…음 짜인 게 없어서 좀 걸릴 거 같구요 쫌 뿌리자면 비밀? 망각? 이런겁니다 우하하… ㅇㄹ단 메이보단 완성도가 높을거에요 궁금한건 질문해주시거 갈게요~!~!~! 작성자의 마음에 들면 부오너가...",MIM 본부 by 쿠리파파 (공식),4주 전
231027 일기,"#4 체험단에 관하여 체험단 뭔가 스불재의 하나로 생각되는 중. 분명 내가 원해서 신청해서 공짜로 음식을 먹는데, 이것저것 일정 리어레인지 할 것도 많고, 없는 연차 쪼개서 틈틈히 다녀야 하는 것이 어느 순간부터 강박이 되어 버린 느낌? 특히 10월에 그걸 크게 느꼈는데...",여우비 내리는 봄,4주 전
아 힘들어,스불재 ㄹㅈㄷ 부산 공주(princess)모임 후발대 예약 시간까지 좀 남아서 카페 감 근데 이제 당겨서 열었다간 큰일날 것 같은 그래서 얌전히 밀고 들어감 공주들은 법도를 지킬 줄 알아요 걸어가면서 찍은건데 꽤 갬성있지않음?? 아 뭐 먹지 맛보기스푼으로 하나씩 다...,zzz,4주 전
~06.30,스불재 ㄹㅈㄷ 그래도 스케일링 싹 받으니 아주 개운했음 님들도 스케일링 주기적으로 받으세요 저처럼 후회하시지 마시고 두근두근 8월 제주여행이 코앞으로 다가오고 있어! 엄청 설레면서 서치하다 보이는 좋은 곳 마다 전부 북맠해놨더니 뭐 거의 제주도를 한바퀴...,고요한 바다,4주 전
847기 기훈단 5주동안의 정성가득 각대봉투,증말…스불재였답니다ㅠ 되게 단순해보이지만 글자 선을 다 따야하는지라 생각보다 시간이 오래걸렸어요 ♀️ 그래도 완성작은 만족스러웠어요!! 꾸나도 좋았다고 하더라구요 ㅋㅋㅋ 가지고 있던 동물의 숲 친구들 스티커도 붙여주었어요! <4주차: 슈퍼마리오...,고무신 카페 (곰신모임),4주 전
"숙면이 되,,, 수면 앱 추천, 잠이 안 올 때는 “미라클나잇” 소개 및 1일차 사용 후기","제 요즘 하루를 말하자면..ㅎ 과제, 시험 벼락치기 ➡️ 밤샘 ➡️ 등교 ➡️ 집에와서 12시간 자기➡️ 밤에 잠 못잠 ➡️ 밤낮 바뀜 이렇게 스불재 업보업보빔을 제대로 맞느라 생활패턴이 엉망이 되서 밤에 잠 좀 잘~ 자보고 싶다고 항상 생각했었거든요 ㅠ0ㅠ,, 그러던...",주저리뇌저리,4주 전
경기도 광명| 금강정사 템플스테이 후기,"충동과 힐링욕구, 그리고 6만원이 불러온 스불재 그 자체 ㅇㅋ 마음 먹었으면 뜸을 들이지마. (참고로 책은 구병모 작가님의 ”파쇄” + 아무런 사전지식없이 느낌으로 골랐는데 너무나 내스타일인데다가 내가 여기저기 추천하는 책의 외전이었다는 …!!!!! 모르고 읽었는데...",蒐集家的 視線: 청춘낭만사랑,4주 전
나무옷손뜨개완성&제출+유딩이와테라리움만들기,ㅋㅋㅋㅋㅋㅋㅋㅋ 이게 바로 스불재인것이죠 막판엔 노랑색이 많이 남아서 (정해진 용량의 실을 다 써야하는관계로) 실을 흥청망청... 여튼 스불재에서 해방입니다 그렇게 다녀오자마자 건조기에있던 빨래들 다 정리하고... 아들이 유치원에서 받아온 테라리움 만들기를 함께...,모두가 초록에 진심,4주 전
국밥 먹기 좋은 계절이다..,그리고 아침밥을 잘 안 먹는다 매일 아침 아아메 또는 아라를 마시죠 그러면 이제 열량 부족과 스불재로 인하여 요즘 같은 날씨에도 점심 시간만 되면 엘사가 따로 없거든요 근데 엘사는 추위를 안 타는데 저는 추워요 그래서 우리 삶에 국밥이 중요한 것입니다. 오늘은...,wannabe Hanryang,4주 전
아이디어 다 떨어졌어요 살려주세요,"예전에 유행했던 재밌는ㄱ컨텐츠 같은거 없나요 너무 심심해요 재밌게 여러분과 할 수 잏ㅇ는 활동..필요합니다 추천해줘요 익핱,맞리방,스불재 또....",신공앱 8/1 [신비아파트],4주 전
[20.Blog] 10월 27일 오늘의 블로깅,오늘의 키워드 스블재 ️ 오늘의 날씨 흐림 오늘의 BGM 노동요 오늘의 식사 아직안먹음 ♀️ 오늘의 대화 스불재 멈춰! 오늘의 소비 치과예상 오늘의 행복 그림 그리고 글쓸수 있는 정신력,01001010101011,4주 전
포항시작했다~ 포항끝났다~,사와야징 다다음엔 우유랑 말차맛 사먹어야징 그리고 이제는 진짜 그냥 빨리 병원가자고 출발했음.. 졸음쉼터에서 잠도 좀 잤는데 짝꿍상태가 진짜 쏘밷.. 베리밷…이었다 알고보니 A형 독감이었음. 그리고 그걸 내가 옮았음. 나는 분명 일찍 출발하자고 했으니까 임~,밤하늘에 별벼리,4주 전
[1일1장글쓰기43일] 고민만 하다가,"그러나 그럴 수는 없으니 뇌를 팡팡 굴리고, 처음에 써놨던 시놉도 생각하면서. 일단 4천자를 썼는데. 생각하면 40장 정도는 써야하지 않을까 싶은데. 그 와중에 초반에 뿌려뒀던 복선 하나도 주워야 한다. 스불재 스불재. 내가 뿌린 스불재 내가 줍는다. 흑흑.",pupil0417님의 블로그,2023.10.26.
또늦은페루루☆☆리메이크☆☆프로필,현생챙기랴스불재하랴작업하랴하느라또늦엇습니다제송합니다ㅠㅠㅠㅠㅠㅠㅠㅠ 이제 베네네레페루 삼인방 프로필 리메이크는 끝낙어요!!^*^ 데카카는 곧 리메이크 할 예정이구요!!!!@ 이번에도 떡밥가득.....ㅎㅎㅎㅎ 완전 외관이랑 성향이 만이 달라진 편이에요!!!! 초반...,네이버 케로로 포럼 - NAVER KERORO FORUM,2023.10.26.
스불재 << 이딴건 진짜 억지유행언듯,현실에서 쓰는 새끼 단한번도 못봄 난,리그오브레전드 한국커뮤니티 - LoLKor,2023.10.26.
[주간일기] 23.08.28~23.09.03,하면서 보게 됨 짜식이는 이 날 사전 사후 다 봐가지고 영화 보다가 피곤해서 중간에 잠 ㅋㅋ 230902~230903 토요일 저녁부터 일요일까지의 일정이기 때문에 그냥 같이 썼습니다 ㅋ 사녹 다녀오고 집에 와서 진짜 얼마 못 자고 일어나서 상견례 갔습니다 이것이 ...,어,2023.10.26.
비정한 세상..피토하는 가을..,앞으로도 만나주라 질척 질척 조질거같은 시험인데도 포기도 못하고 연차까지 마이너스로 써버리고 그러면서도 또 최선을 다하지는 못하고 스불재에 짓눌렸던 시간.. 긴 휴가 전 이런 사정도 모르십시고.. 절 응원한답시고 이것저것 챙겨주시는데 얼마나 고마웠는지...,영원의 근사치,2023.10.26.
알잘딱깔센 스블재 갑통알 쉽살재빙 뜻 싹 정리,"승급도 못하고 스불재다. ✅갑통알 뜻 텅장이란말 많이 들어보셨죠? 월급이 들어와도 월세, 카드값, 보험비, 교통비, 휴대폰비 등 다 퍼가고 나면 남는 게 없는 게 텅장인데요. 이런 텅장을 보면서 쓰는 표현이 바로 '갑통알'입니다. 갑통알의 뜻은 '갑자기 통장을 보니...",세상의 아름다움을 글로 표현합니다,2023.10.26.
[병상일기0] 인대 파열된 사람 어떤데?(feat.나비효과),"찾아가서 검진 받았는데 발 상태가 그대로니 MRI를 찍어보자라는 청천병력같은 말을 듣게됨 나曰 얼만데요..? 의사曰 42만이요~ 이때 잠깐 영혼 나간 내 모습보고 4일 뒤에 경과 다시 보자고 합의보ㅓㅅ다 하 지 만 나비효과,,,고것이 아주 무서운 놈,,, .. 이제 시작이다..",잉간 붕어 탈출기,2023.10.26.
23.10 셋째주 일상,큰일났다 하다가 집에 공구있던거 생각나서 저걸로 빼냄 휴대폰 바꿀뻔했네 휴대폰하니까 촬영용 아이폰가지고 싶음 그 아이폰만의 사진갬성.. 느낌...온도...습도.. 이번주도 뭔가 휘리릭 지나갔는데 일정 왜 이렇게 빡빡해졌지 무슨일이냐.. 다음주도 지옥이야...,먹고 놀고 이것저것 무룩이네,2023.10.26.
스불재 4일차 ~오늘의 알바 운세는~,"사진을 발로 찍어도 이거보단 낫겠()다며 룬이 말해주는 두 가지. 지금 상황/보호, 좌절/challenge 다이스를 보았을 때 재물이나 심지어 돈이 들어오지 않음으로 인한 가난과 궁핍이 삶의 수성적 측면(서류 등)을 고요하고 비밀스럽게 만드는 즉 예컨대 학업에 집중하기 어렵게...",행운별 마을 - 마녀와 마법을 위한 공간,2023.10.26.
시험끝나고 뭐하실건가요?,시험에 붙든 안붙든 고생한 저를 칭찬해주고 공부때문에 참은거 막 하려구요 결과지는 한달동안 쳐다도안볼래요ㅋㅋ 그냥 아무생각없이 한달동안 티비도보고 막놀아보렵니다 다들어떻게하실건가요ㅋㅋ ⭐️ 28만 공도사의 이번주...,"공도사★공인중개사시험일정,무료인강,학원,교재,과목전망자격증",2023.10.25.
결혼할 예비신랑이라고 소개했는데,결혼할 예비신랑이라고 소개했는데 실체는 남자가 아닌 여자였다니 그것도 사기 전과가 있는 자칭 재벌 3세?? 차라리 첨부터 동성커플이었다고 말해줘 설마 배우자 될 사람이 남잔지 여잔지 구분도 못하고 결혼발표할만큼 멍청했다고 생각하니 더 끔찍 세상 아둔한 사람도...,INTJ들의 모임,2023.10.25.
관혁가현을 내놓으세요.,"그래가지고요 그냥 깔끔하게 스불재를 해볼까 합니다. 관혁가현 연성 (그림, 소설 안 가림.)을 이 댓글에 주신다면 좋아하는 캐릭터에 이입해서 편지 써드리죠. 게시글 없다해도 없는대로 써드리죠. 단 내일 오후 11시 59분 까지 받아요. 그 뒤에 올려도 편지 안 씁니다....",짤툰 라이브 카페,2023.10.25.
청 소 중 입니다.,스불재. 스스로 불러온 재앙이라는거... 그거 제가...지금 체험하는 중이에요. ㅎㅎㅎㅎㅎ 정리를 하긴 하는데 구석구석 3년 넘게 쌓인 먼지로 인하여 뭔가 진도는 안나가구..........벌써 9시가 되어갑니다. 근데 벌써 피곤 내일 밥 먹을 자리는 만들어야 하는데 그게 젤로...,모두가 초록에 진심,2023.10.25.
내일 안면거상 하안검 상담갑니다!,휴고 새김 플래닛 순서대로 내일 갑니다 하루 3곳이라니 좀 빡세지만 ㅠㅠ 그래도 어쩌겠어요 해내야죠 ㅠㅠ 제가 부른 재앙인걸로 ㅠㅠ 스불재스불재 ㅠㅠㅠ 안면거상이랑 하안검을 같이 상담을 받을 예정이라서 질문들이 정리가 안되는 거 같아서요 ㅠㅠ 가서 절개부위랑...,『여우야』뷰티카페 (성형수술/화장품/성형후기/이벤트/체험단),2023.10.25.
스불재 ~3일차~ 오늘의 운세와 서비터의 조언,"오늘의 운세+서비터의 조언 같이 뽑았습니다. 뭐랄까 굳이 한 문장으로 만들자면 ""오늘 서비터가 해주고 싶은 조언"" 정도겠네요. 룬: 돌봄+기초자산 특히 금전운이 궁금했는데 마침 잘 나와준 것 같네요. 협업을 통해 원하는 또는 예정된 액수를 벌 수 있는데, 대신 인내심이 좀...",행운별 마을 - 마녀와 마법을 위한 공간,2023.10.25.
모르면 아재라는 요즘 애들의 신조어를 알아보도록 하자,원신 커뮤보다가 요즘 애들이 쓰는 말을 못 알아보겠어서 캎땅들도 한 번 해보라고 가져와봤다 1~5 : 아이고 여기서 이러시면 안돼요 어르신 6~10 : 요즘 애들은 쯧쯧...나 떄는 11~15 : 나 아직 안 늙었다 16~20 : 당신히 진정한 이 시대의 MZ 솔직히 여기서 절반 이상만...,원신 공식카페,2023.10.24.
취향리퀘 받습니다 !!,"독촉 안받습니다 ^__T . Previous image Next image 그림체 참고용으로만 봐 주세요. 양식 캐릭터 이름 : ___ 생김새 : 사진 필수 , 추가적인 글 묘사 지향 ( 안 하셔도 됩니다 ㅎ.ㅎ ) 성격 : ___ 요청사항 : ___ 제게 하고싶으신 말 : 안 쓰셔도 됩니다 !! 결국 또 ......",고양이 전사들 : 전사들의 밤,2023.10.24.
퍌미 유료분양 +잡글조금,"오랜만입니다,,, 10월 서코 참여하구 그 다음에 바로 대운동회 준비하느라 정신이 없었네요 행사가 끝나면 또 행사가 시작된다,,, 대운동회 이후엔 12월 서코 참여합니다~ 참여하는 게 너무 재밌어서 자꾸 스불재 하고있어요,,,,헤헤 행사 준비하느라 그림을...",커미션나라 ★ 글.그림.만화.애니.캐릭터.로고.디자인 외주제작,2023.10.23.
